Hash40 Hex,Label,Source,Function Address,Function Name,Function Symbol,Function Demangled,Load Address
0x1fc793e108,chara_color_correction_offset_b,scan,02615e60,FUN_02615e60,,,02616000
0x1fb7f91587,chara_color_correction_offset_g,scan,02615e60,FUN_02615e60,,,02615f4c
0x1fda24f16c,chara_color_correction_offset_r,scan,02615e60,FUN_02615e60,,,02615e88
0x21df6a5471,chara_color_correction_saturation,scan,02632f10,FUN_02632f10,,,02633250
0x8d93f99a7,chara_id,scan,023e5820,FUN_023e5820,,,023e59a0
0x8d93f99a7,chara_id,scan,023e73f0,FUN_023e73f0,,,023e7460
0x8d93f99a7,chara_id,scan,0327b0b0,FUN_0327b0b0,,,0327b2d0
0x9fffcce2f,chara_num,scan,019eb940,FUN_019eb940,,,019ec234
0x6556ba434,charge,scan,03294dc0,FUN_03294dc0,,,03297880
0x173e399531,charge_attack_power_mul,scan,00853de0,FUN_00853de0,,,00854010
0xf6a6f84ba,charge_blow_mul,scan,00853de0,FUN_00853de0,,,00853ff0
0x1e9f453b89,charge_final_add_gauge_by_time,scan,00614730,FUN_00614730,,,00615470
0x22b1b8fe0e,charge_final_add_gauge_by_time_mul,scan,00614730,FUN_00614730,,,00615558
0x19752bc7cc,charge_final_remove_frame,scan,00614730,FUN_00614730,,,006158d0
0x10778517a8,charge_frame_max,scan,00af7d90,FUN_00af7d90,,,00aeba10
0xaec2db62e,charge_max,scan,00addd30,FUN_00addd30,,,00addd94
0xaec2db62e,charge_max,scan,00addd30,FUN_00addd30,,,00adddc0
0xaec2db62e,charge_max,scan,00b96870,FUN_00b96870,,,00b968b8
0xaec2db62e,charge_max,scan,00c44c80,FUN_00c44c80,,,00c44dd4
0x141921c83a,charge_max_auto_shot,scan,00af7d90,FUN_00af7d90,,,00aeba00
0x1036ff0ecd,charge_max_scale,scan,03431290,FUN_03431290,,,034313e0
0x1036ff0ecd,charge_max_scale,scan,0344e6a0,app::WeaponPickelTrolleyLinkEventRemoveRailByGeneration::new_l2c_table,_ZN3app50WeaponPickelTrolleyLinkEventRemoveRailByGeneration13new_l2c_tableEv,undefined app::WeaponPickelTrolleyLinkEventRemoveRailByGeneration::new_l2c_table(void),0344e6d0
0x1036ff0ecd,charge_max_scale,scan,0344e7a0,FUN_0344e7a0,,,0344e7c0
0x1036ff0ecd,charge_max_scale,scan,0344eaf0,FUN_0344eaf0,,,0344ede4
0x14dee29e0e,charge_max_scale_mid,scan,03431290,FUN_03431290,,,03431394
0x1616d93cfa,charge_max_scale_shoot,scan,03431290,FUN_03431290,,,03431370
0x10e114bc8c,charge_min_scale,scan,03431290,FUN_03431290,,,0343138c
0x10e114bc8c,charge_min_scale,scan,0344e6a0,app::WeaponPickelTrolleyLinkEventRemoveRailByGeneration::new_l2c_table,_ZN3app50WeaponPickelTrolleyLinkEventRemoveRailByGeneration13new_l2c_tableEv,undefined app::WeaponPickelTrolleyLinkEventRemoveRailByGeneration::new_l2c_table(void),0344e6b0
0x10e114bc8c,charge_min_scale,scan,0344e7a0,FUN_0344e7a0,,,0344e7e0
0x10e114bc8c,charge_min_scale,scan,0344eaf0,FUN_0344eaf0,,,0344edbc
0x1631625bcb,charge_min_scale_shoot,scan,03431290,FUN_03431290,,,03431350
0x74de8608c,charger,scan,003a0b54,switchD_003ae420::caseD_0,,,003a0bf8
0x101998bc00,chase_offense_up,xref,02486920,FUN_02486920,,,02486b30
0x17dcb289ad,check_dead_pos_offset_x,scan,03473d80,nn::os::ConvertToTimeSpan,_ZN2nn2os17ConvertToTimeSpanENS0_4TickE,undefined nn::os::ConvertToTimeSpan(nn::os::Tick),03473dbc
0x17abb5b93b,check_dead_pos_offset_y,scan,03473d80,nn::os::ConvertToTimeSpan,_ZN2nn2os17ConvertToTimeSpanENS0_4TickE,undefined nn::os::ConvertToTimeSpan(nn::os::Tick),03473de4
0x8709385e7,check_id,scan,02595fec,FUN_02595fec,,,0259625c
0x8709385e7,check_id,scan,02595fec,FUN_02595fec,,,02596284
0x8709385e7,check_id,scan,02599050,switchD_025a4524::caseD_3,,,025992c0
0x8709385e7,check_id,scan,025992d8,switchD_025a4b34::caseD_0,,,025992e8
0xa695e23a8,check_type,scan,005e0130,FUN_005e0130,,,005e10b4
0xa695e23a8,check_type,scan,00605558,switchD_005e30bc::caseD_605558,,,006056fc
0xa695e23a8,check_type,scan,0088d4cc,FUN_0088d4cc,,,008735c0
0xa695e23a8,check_type,scan,0088d4cc,FUN_0088d4cc,,,00873d20
0xa695e23a8,check_type,scan,01007690,app::item::apply_powerup_etc,_ZN3app4item17apply_powerup_etcEP9lua_State,undefined app::item::apply_powerup_etc(lua_State *),010011b8
0x1ad0d8c925,chef_damage_hit_stop_frame,scan,02951c2c,FUN_02951c2c,,,0293ec14
0x14d52d249d,chef_disappear_frame,scan,02951c2c,FUN_02951c2c,,,0293eb58
0x716cbadcd,chef_hp,scan,02951c2c,FUN_02951c2c,,,0293ea68
0x145fd5efc3,chef_move_wait_frame,scan,02951c2c,FUN_02951c2c,,,0293e978
0xaf69ae631,chop_brake,scan,005a7380,FUN_005a7380,,,005a7cec
0x13c9a3c983,chop_ground_brake_x,scan,005a7380,FUN_005a7380,,,005a7d98
0xaef9e254c,chop_speed,scan,005a7380,FUN_005a7380,,,005a7704
0x191ec3d685,chop_start_jump_air_speed,scan,005a7380,FUN_005a7380,,,005a7828
0x151457167e,chop_start_jump_speed,scan,005a7380,FUN_005a7380,,,005a7830
0x115bec9922,circle_menu_frame,scan,01169700,FUN_01169700,,,01168414
0x2896651394,circle_menu_release_after_interval_frame,scan,01169700,FUN_01169700,,,011681e4
0x1976a6bc8d,circle_menu_release_frame,scan,01169700,FUN_01169700,,,01165b70
0x17d1afb99c,circle_menu_stick_value,scan,01169700,FUN_01169700,,,01165a90
0x16e770b165,circle_menu_zoom_frame,scan,01168ed0,FUN_01168ed0,,,01168fdc
0x16e770b165,circle_menu_zoom_frame,scan,01169700,FUN_01169700,,,0116757c
0xb377dbfcc,citizen_pos,scan,02bcc990,FUN_02bcc990,,,02bb9740
0x465f99e6f,clap,scan,026ca5b0,FUN_026ca5b0,,,026ba108
0x1c281c20b0,clatter_button_dec_frame_mul,scan,003aef20,FUN_003aef20,,,003c01ec
0x1998624f4c,clatter_input_count_frame,scan,003f8ab0,FUN_003f8ab0,,,003f8ccc
0x1998624f4c,clatter_input_count_frame,scan,006b9250,FUN_006b9250,,,006b92e0
0xb45840531,clear_color,scan,013371e4,FUN_013371e4,,,013377dc
0xd6971e5a9,clear_color_b,scan,00a091f8,FUN_00a091f8,,,00a09c30
0x181809b3d1,clear_color_buffer_param,scan,013371e4,FUN_013371e4,,,01337648
0xd191b1126,clear_color_g,scan,00a091f8,FUN_00a091f8,,,00a09b48
0xd74c6f5cd,clear_color_r,scan,00a091f8,FUN_00a091f8,,,00a09a60
0x14f67d86ef,clear_dance_offset_z,scan,00ba0e80,app::FighterSpecializer_Robot::create_burner_effect,_ZN3app24FighterSpecializer_Robot20create_burner_effectERNS_21FighterModuleAccessorE,undefined app::FighterSpecializer_Robot::create_burner_effect(app::FighterModuleAccessor &),00ba0eb0
0x1005d97f6d,clear_wait_frame,scan,014cf250,FUN_014cf250,,,014d1680
0x1cc0f3031c,cliff_dive_flick_frame_value,scan,0072d400,FUN_0072d400,,,0072d7f0
0x17275da52c,cliff_hang_check_length,scan,0069a650,app::FighterSpecializer_Kirby::purin_set_power,_ZN3app24FighterSpecializer_Kirby15purin_set_powerERNS_26BattleObjectModuleAccessorE,undefined app::FighterSpecializer_Kirby::purin_set_power(app::BattleObjectModuleAccessor &),0069a6c4
0xf9fb9553f,cliff_hang_data,scan,0036c1c0,lua2cpp::create_agent_fighter_ai_action_ken,_ZN7lua2cpp34create_agent_fighter_ai_action_kenEN3phx6Hash40EPN3app12BattleObjectEPNS2_26BattleObjectModuleAccessorEP9lua_State,"undefined lua2cpp::create_agent_fighter_ai_action_ken(phx::Hash40,app::BattleObject *,app::BattleObjectModuleAccessor *,lua_State *)",0036c1e4
0xf9fb9553f,cliff_hang_data,scan,00af7d90,FUN_00af7d90,,,00ae9f44
0xf9fb9553f,cliff_hang_data,scan,00e78478,FUN_00e78478,,,00e6d540
0xf9fb9553f,cliff_hang_data,scan,010347ac,FUN_010347ac,,,01034814
0xf9fb9553f,cliff_hang_data,scan,01f81f60,FUN_01f81f60,,,01f81fb8
0xfb7354e19,cliff_hang_node,scan,0069a640,app::FighterSpecializer_Purin::special_n_remove_effect_flushing,_ZN3app24FighterSpecializer_Purin32special_n_remove_effect_flushingERNS_26BattleObjectModuleAccessorE,undefined app::FighterSpecializer_Purin::special_n_remove_effect_flushing(app::BattleObjectModuleAccessor &),0069a644
0xcae5f1790,cliff_jump_y,scan,006f22d0,FUN_006f22d0,,,006f2478
0x120a302025,cliff_jump_y_speed,scan,006f22d0,FUN_006f22d0,,,006f24b8
0xf4c06fb5e,cliff_max_count,scan,0034b410,FUN_0034b410,,,0034d220
0xf4c06fb5e,cliff_max_count,scan,0062e640,FUN_0062e640,,,0062f18c
0x146811c641,cliff_wait_frame_max,scan,01602470,FUN_01602470,,,0160249c
0x14541cf918,cliff_wait_frame_min,scan,01602288,FUN_01602288,,,016023a8
0x738b0c3a4,cliffer,scan,003a0b54,switchD_003ae420::caseD_0,,,003a0be4
0x12f882f962,clip_sphere_radius,scan,006f3c00,FUN_006f3c00,,,006f4358
0x5130181c4,close,scan,00a28cc0,FUN_00a28cc0,,,00a28d18
0x10724f93b7,cloud_limitbreak,scan,008dc260,FUN_008dc260,,,008dc3ac
0x15e1a094a7,cloud_limitbreak_aura,scan,008dc260,FUN_008dc260,,,008dc338
0x103dafd15a,cloud_speed_rate,scan,030960c8,FUN_030960c8,,,03097884
0x92c778e74,cloud_ssb,scan,025c9540,FUN_025c9540,,,025c95b8
0x92c778e74,cloud_ssb,scan,03238cb0,FUN_03238cb0,,,03238d2c
0x1559f56fa8,clubshot_initial_rate,scan,0165b7c0,FUN_0165b7c0,,,0165b868
0x1559f56fa8,clubshot_initial_rate,scan,0165b7c0,FUN_0165b7c0,,,0165b9c8
0x1932878279,clubshot_maximum_velocity,scan,0165b7c0,FUN_0165b7c0,,,0165b910
0x1a83cb6b97,clubshot_roll_up_max_speed,scan,0165b7c0,FUN_0165b7c0,,,0165bbe0
0x1a5420d9d6,clubshot_roll_up_min_speed,scan,0165b7c0,FUN_0165b7c0,,,0165bacc
0x1a5420d9d6,clubshot_roll_up_min_speed,scan,0165b7c0,FUN_0165b7c0,,,0165bc88
0x98e683dfc,co_param0,scan,003880e4,FUN_003880e4,,,00388114
0xba143aa7b,co_param0_e,scan,00387d24,FUN_00387d24,,,00387f1c
0x9f96f0d6a,co_param1,scan,003880e4,FUN_003880e4,,,003882a0
0xba081c04c,co_param1_e,scan,00387d24,FUN_00387d24,,,00387f6c
0xba081c04c,co_param1_e,scan,00387d24,FUN_00387d24,,,00387f8c
0x36a6d4ed4,coe,scan,01739690,FUN_01739690,,,017399c0
0x45569975d,coin,scan,003844a0,FUN_003844a0,,,00384544
0x45569975d,coin,scan,003844a0,FUN_003844a0,,,003845f0
0x45569975d,coin,scan,003844a0,FUN_003844a0,,,003846d8
0x45569975d,coin,scan,00385520,FUN_00385520,,,003858c4
0x45569975d,coin,scan,00385520,FUN_00385520,,,0038591c
0x6205cb624,coin_e,scan,00385520,FUN_00385520,,,00385fd0
0xd990a7dbc,collect_count,scan,025878f4,FUN_025878f4,,,025841f8
0xaaf5ebc1f,collision1,scan,00e0be50,FUN_00e0be50,,,00e0beb0
0x13313725f6,collision_attr_aura,scan,003fb390,FUN_003fb390,,,003fb4d0
0x13313725f6,collision_attr_aura,scan,003fb390,FUN_003fb390,,,003fb96c
0x13313725f6,collision_attr_aura,scan,006c1f90,FUN_006c1f90,,,006c208c
0x13a0a379de,collision_attr_bind,scan,00403c00,FUN_00403c00,,,00403f74
0x13a0a379de,collision_attr_bind,scan,00403c00,FUN_00403c00,,,00404944
0x199d57f593,collision_attr_bind_extra,scan,00401f50,FUN_00401f50,,,00402154
0x199d57f593,collision_attr_bind_extra,scan,00403c00,FUN_00403c00,,,00403eb0
0x199d57f593,collision_attr_bind_extra,scan,00403c00,FUN_00403c00,,,00404958
0x199d57f593,collision_attr_bind_extra,scan,00403c00,FUN_00403c00,,,0040496c
0x21016e5c76,collision_attr_blaster_throw_down,scan,003fb390,FUN_003fb390,,,003fb918
0x1f468d5240,collision_attr_blaster_throw_up,scan,003fb390,FUN_003fb390,,,003fb8f0
0x1330ee124e,collision_attr_bury,scan,00400910,FUN_00400910,,,00400974
0x1330ee124e,collision_attr_bury,scan,00401f50,FUN_00401f50,,,00402230
0x1330ee124e,collision_attr_bury,scan,00403c00,FUN_00403c00,,,00403f2c
0x1330ee124e,collision_attr_bury,scan,00403c00,FUN_00403c00,,,004041e8
0x1330ee124e,collision_attr_bury,scan,00403c00,FUN_00403c00,,,00404930
0x1330ee124e,collision_attr_bury,scan,00403c00,FUN_00403c00,,,004049d4
0x1330ee124e,collision_attr_bury,scan,006c5ef0,FUN_006c5ef0,,,006c5f7c
0x155fb26059,collision_attr_bury_r,scan,00401f50,FUN_00401f50,,,004021a8
0x13b3061dd0,collision_attr_coin,scan,003fb390,FUN_003fb390,,,003fb7cc
0x13b3061dd0,collision_attr_coin,scan,006c1f90,FUN_006c1f90,,,006c2100
0x13b3061dd0,collision_attr_coin,scan,006c1f90,FUN_006c1f90,,,006c2234
0x1b2fb009bf,collision_attr_curse_poison,scan,004036a0,FUN_004036a0,,,00403794
0x14860b063a,collision_attr_cutup,scan,003fd470,FUN_003fd470,,,003fd4fc
0x14860b063a,collision_attr_cutup,scan,0126b0f8,FUN_0126b0f8,,,0126b0f8
0x14860b063a,collision_attr_cutup,scan,027e9e0c,FUN_027e9e0c,,,027ea2b8
0x1a5242290d,collision_attr_cutup_metal,scan,003fb390,FUN_003fb390,,,003fb9e8
0x1c6d20b1f9,collision_attr_dedede_hammer,scan,003fb390,FUN_003fb390,,,003fb6a8
0x13462fcfe4,collision_attr_elec,scan,003fb390,FUN_003fb390,,,003fb4e4
0x13462fcfe4,collision_attr_elec,scan,003fb390,FUN_003fb390,,,003fb980
0x13462fcfe4,collision_attr_elec,scan,00403c00,FUN_00403c00,,,00404804
0x13462fcfe4,collision_attr_elec,scan,004068a0,FUN_004068a0,,,00406bcc
0x13462fcfe4,collision_attr_elec,scan,006c1f90,FUN_006c1f90,,,006c20a0
0x13beb18342,collision_attr_fire,scan,003fb390,FUN_003fb390,,,003fb490
0x13beb18342,collision_attr_fire,scan,003fb390,FUN_003fb390,,,003fb7e0
0x13beb18342,collision_attr_fire,scan,006c1f90,FUN_006c1f90,,,006c2114
0x13beb18342,collision_attr_fire,scan,02c569b0,FUN_02c569b0,,,02c56aac
0x152497ab8d,collision_attr_flower,scan,004036a0,FUN_004036a0,,,004037e8
0x12c7990841,collision_attr_ice,scan,003fb390,FUN_003fb390,,,003fb4bc
0x12c7990841,collision_attr_ice,scan,00403c00,FUN_00403c00,,,00403edc
0x169c2f9aa4,collision_attr_ink_hit,scan,003fb390,FUN_003fb390,,,003fb8c4
0x1a6f665bee,collision_attr_jack_bullet,scan,003fb390,FUN_003fb390,,,003fb848
0x1a6f665bee,collision_attr_jack_bullet,scan,00401f50,FUN_00401f50,,,004022a0
0x1a6f665bee,collision_attr_jack_bullet,scan,033a99a0,FUN_033a99a0,,,033a9c58
0x19f9ff23e4,collision_attr_jack_final,scan,003fb390,FUN_003fb390,,,003fb9d4
0x12e765f467,collision_attr_lay,scan,00401f50,FUN_00401f50,,,0040221c
0x12e765f467,collision_attr_lay,scan,00403c00,FUN_00403c00,,,00403ef0
0x12e765f467,collision_attr_lay,scan,00585a10,FUN_00585a10,,,00585bb8
0x12e765f467,collision_attr_lay,scan,00585a10,FUN_00585a10,,,00585d38
0x1dc3c2ee10,collision_attr_leviathan_wave,scan,003fb390,FUN_003fb390,,,003fba68
0x1dc3c2ee10,collision_attr_leviathan_wave,scan,00401f50,FUN_00401f50,,,004021f0
0x239ec77f51,collision_attr_leviathan_wave_owner,scan,00401f50,FUN_00401f50,,,00402204
0x149ae97939,collision_attr_magic,scan,003fb390,FUN_003fb390,,,003fb4a4
0x1f9c885634,collision_attr_mario_local_coin,scan,003fb390,FUN_003fb390,,,003fb904
0x1f9c885634,collision_attr_mario_local_coin,scan,006c1f90,FUN_006c1f90,,,006c2154
0x1f9c885634,collision_attr_mario_local_coin,scan,006c1f90,FUN_006c1f90,,,006c2248
0x1399ff8a42,collision_attr_none,scan,00401f50,FUN_00401f50,,,004020f8
0x1399ff8a42,collision_attr_none,scan,03057810,FUN_03057810,,,03057c08
0x15a2c502b3,collision_attr_normal,scan,003fb390,FUN_003fb390,,,003fb8b0
0x15a2c502b3,collision_attr_normal,scan,003fd710,FUN_003fd710,,,003fd760
0x15a2c502b3,collision_attr_normal,scan,00400910,FUN_00400910,,,004009bc
0x15a2c502b3,collision_attr_normal,scan,004068a0,FUN_004068a0,,,00406a4c
0x15a2c502b3,collision_attr_normal,scan,00407140,FUN_00407140,,,004071e4
0x15a2c502b3,collision_attr_normal,scan,00462c1c,switchD_00473b70::caseD_0,,,004630ac
0x15a2c502b3,collision_attr_normal,scan,00581110,FUN_00581110,,,00581130
0x15a2c502b3,collision_attr_normal,scan,0082cb60,FUN_0082cb60,,,0082ce94
0x15a2c502b3,collision_attr_normal,scan,0082f250,FUN_0082f250,,,0082f92c
0x15a2c502b3,collision_attr_normal,scan,00a4a9e0,FUN_00a4a9e0,,,00a4aab8
0x15a2c502b3,collision_attr_normal,scan,00a67cc0,FUN_00a67cc0,,,00a67db8
0x15a2c502b3,collision_attr_normal,scan,00b5fa30,FUN_00b5fa30,,,00b5fbb8
0x15a2c502b3,collision_attr_normal,scan,00e0acf0,FUN_00e0acf0,,,00e0ae64
0x15a2c502b3,collision_attr_normal,scan,010bd2c0,FUN_010bd2c0,,,010bd43c
0x15a2c502b3,collision_attr_normal,scan,015f0820,FUN_015f0820,,,015f0950
0x15a2c502b3,collision_attr_normal,scan,015f0820,FUN_015f0820,,,015f0ab4
0x15a2c502b3,collision_attr_normal,scan,02284c80,FUN_02284c80,,,02284ca8
0x15a2c502b3,collision_attr_normal,scan,02286530,FUN_02286530,,,022865cc
0x15a2c502b3,collision_attr_normal,scan,02658170,FUN_02658170,,,02658358
0x15a2c502b3,collision_attr_normal,scan,0295b270,FUN_0295b270,,,0295b414
0x15a2c502b3,collision_attr_normal,scan,03407d30,FUN_03407d30,,,03407de0
0x15a2c502b3,collision_attr_normal,scan,03537430,FUN_03537430,,,03537560
0x1cd9e295e5,collision_attr_normal_bullet,scan,003fb390,FUN_003fb390,,,003fb6d0
0x1cd9e295e5,collision_attr_normal_bullet,scan,00401f50,FUN_00401f50,,,004022b4
0x1cd9e295e5,collision_attr_normal_bullet,scan,033a99a0,FUN_033a99a0,,,033a9c70
0x197da285b7,collision_attr_odin_slash,scan,003fb390,FUN_003fb390,,,003fb9c0
0x197da285b7,collision_attr_odin_slash,scan,00401f50,FUN_00401f50,,,00402140
0x179c4e24c5,collision_attr_paralyze,scan,00401f50,FUN_00401f50,,,0040225c
0x179c4e24c5,collision_attr_paralyze,scan,00403c00,FUN_00403c00,,,00404088
0x179c4e24c5,collision_attr_paralyze,scan,004068a0,FUN_004068a0,,,0040692c
0x179c4e24c5,collision_attr_paralyze,scan,00407140,FUN_00407140,,,0040718c
0x179c4e24c5,collision_attr_paralyze,scan,033e9750,FUN_033e9750,,,033e9794
0x179c4e24c5,collision_attr_paralyze,scan,03451000,FUN_03451000,,,03451044
0x179c4e24c5,collision_attr_paralyze,scan,034549b0,FUN_034549b0,,,034549f4
0x179c4e24c5,collision_attr_paralyze,scan,034e7520,FUN_034e7520,,,034e7564
0x1d73cd1464,collision_attr_paralyze_ghost,scan,00401f50,FUN_00401f50,,,004021dc
0x1d73cd1464,collision_attr_paralyze_ghost,scan,00403c00,FUN_00403c00,,,004040a0
0x1d73cd1464,collision_attr_paralyze_ghost,scan,00403c00,FUN_00403c00,,,004040b4
0x1d73cd1464,collision_attr_paralyze_ghost,scan,00403c00,FUN_00403c00,,,00404e44
0x1d73cd1464,collision_attr_paralyze_ghost,scan,004068a0,FUN_004068a0,,,00406948
0x1d73cd1464,collision_attr_paralyze_ghost,scan,004068a0,FUN_004068a0,,,00406a6c
0x1d73cd1464,collision_attr_paralyze_ghost,scan,004068a0,FUN_004068a0,,,00406a88
0x1d73cd1464,collision_attr_paralyze_ghost,scan,00407140,FUN_00407140,,,0040716c
0x1d73cd1464,collision_attr_paralyze_ghost,scan,033e9750,FUN_033e9750,,,033e97b8
0x1d73cd1464,collision_attr_paralyze_ghost,scan,03451000,FUN_03451000,,,03451054
0x1d73cd1464,collision_attr_paralyze_ghost,scan,034549b0,FUN_034549b0,,,03454a04
0x1d73cd1464,collision_attr_paralyze_ghost,scan,034e7520,FUN_034e7520,,,034e7588
0x158507c5b5,collision_attr_pierce,scan,003fb390,FUN_003fb390,,,003fba3c
0x177f259087,collision_attr_pit_fall,scan,00400910,FUN_00400910,,,00400994
0x177f259087,collision_attr_pit_fall,scan,00401f50,FUN_00401f50,,,00402248
0x177f259087,collision_attr_pit_fall,scan,00403c00,FUN_00403c00,,,00403e9c
0x177f259087,collision_attr_pit_fall,scan,006c5ef0,FUN_006c5ef0,,,006c5f50
0x1569c518b1,collision_attr_purple,scan,003fb390,FUN_003fb390,,,003fb4fc
0x1569c518b1,collision_attr_purple,scan,003fb390,FUN_003fb390,,,003fba28
0x1569c518b1,collision_attr_purple,scan,006c1f90,FUN_006c1f90,,,006c20c8
0x13135c5462,collision_attr_rush,scan,003fd470,FUN_003fd470,,,003fd4d0
0x13135c5462,collision_attr_rush,scan,006c1f90,FUN_006c1f90,,,006c2078
0x13135c5462,collision_attr_rush,scan,006c1f90,FUN_006c1f90,,,006c2210
0x153a9c575b,collision_attr_saving,scan,003fb390,FUN_003fb390,,,003fba14
0x153a9c575b,collision_attr_saving,scan,00401f50,FUN_00401f50,,,00402288
0x149cdc52bb,collision_attr_sleep,scan,00401f50,FUN_00401f50,,,00402274
0x149cdc52bb,collision_attr_sleep,scan,00403c00,FUN_00403c00,,,00403f88
0x149cdc52bb,collision_attr_sleep,scan,00585a10,FUN_00585a10,,,00585af0
0x149cdc52bb,collision_attr_sleep,scan,006c1f90,FUN_006c1f90,,,006c2128
0x149cdc52bb,collision_attr_sleep,scan,006c5ef0,FUN_006c5ef0,,,006c5f90
0x1710166637,collision_attr_sleep_ex,scan,00403c00,FUN_00403c00,,,00403e88
0x1710166637,collision_attr_sleep_ex,scan,00585a10,FUN_00585a10,,,00585b28
0x1710166637,collision_attr_sleep_ex,scan,00585a10,FUN_00585a10,,,00585df4
0x1710166637,collision_attr_sleep_ex,scan,006c1f90,FUN_006c1f90,,,006c20dc
0x1710166637,collision_attr_sleep_ex,scan,006c5ef0,FUN_006c5ef0,,,006c5f3c
0x131b56c975,collision_attr_slip,scan,00403c00,FUN_00403c00,,,00403f18
0x131b56c975,collision_attr_slip,scan,00585a10,FUN_00585a10,,,00585b88
0x14604c88a3,collision_attr_sting,scan,003fd470,FUN_003fd470,,,003fd4e4
0x1d7a481588,collision_attr_sting_bowarrow,scan,003fb390,FUN_003fb390,,,003fba54
0x1aa2fd0729,collision_attr_sting_flash,scan,003fb390,FUN_003fb390,,,003fb85c
0x135f399c3b,collision_attr_stop,scan,00401f50,FUN_00401f50,,,004020e4
0x135f399c3b,collision_attr_stop,scan,004036a0,FUN_004036a0,,,004037c0
0x135f399c3b,collision_attr_stop,scan,004068a0,FUN_004068a0,,,00406bb4
0x18c8a6895d,collision_attr_taiyo_hit,scan,003fb390,FUN_003fb390,,,003fb510
0x13c64f9fca,collision_attr_turn,scan,0032f564,switchD_00337f80::caseD_8,,,0032ff64
0x13c64f9fca,collision_attr_turn,scan,003fb390,FUN_003fb390,,,003fb7f4
0x13c64f9fca,collision_attr_turn,scan,004001c0,FUN_004001c0,,,004001f8
0x13c64f9fca,collision_attr_turn,scan,004036a0,FUN_004036a0,,,004037d4
0x13933df6fe,collision_attr_whip,scan,003fb390,FUN_003fb390,,,003fb994
0x1bde8ff304,collision_category_mask_all,scan,02896ad0,FUN_02896ad0,,,02897acc
0x1bde8ff304,collision_category_mask_all,scan,02902350,FUN_02902350,,,02903220
0x1bde8ff304,collision_category_mask_all,scan,02908320,FUN_02908320,,,029095d0
0x1bde8ff304,collision_category_mask_all,scan,02922c00,FUN_02922c00,,,029237e4
0x1bde8ff304,collision_category_mask_all,scan,02953740,FUN_02953740,,,029538ec
0x1bde8ff304,collision_category_mask_all,scan,0297af80,FUN_0297af80,,,0297c144
0x1bde8ff304,collision_category_mask_all,scan,029944a0,FUN_029944a0,,,02995664
0x1bde8ff304,collision_category_mask_all,scan,029bd0e0,FUN_029bd0e0,,,029bdfb0
0x1bde8ff304,collision_category_mask_all,scan,029d0d40,FUN_029d0d40,,,029d1c10
0x1bde8ff304,collision_category_mask_all,scan,02a273b0,FUN_02a273b0,,,02a28574
0x1bde8ff304,collision_category_mask_all,scan,02ad0670,FUN_02ad0670,,,02ad1834
0x1bde8ff304,collision_category_mask_all,scan,02ee2f90,FUN_02ee2f90,,,02ee4154
0x1bde8ff304,collision_category_mask_all,scan,02f6ae60,FUN_02f6ae60,,,02f6bec0
0x1bde8ff304,collision_category_mask_all,scan,03006040,FUN_03006040,,,03006750
0x1bde8ff304,collision_category_mask_all,scan,0302ed10,FUN_0302ed10,,,030310c0
0x1bde8ff304,collision_category_mask_all,scan,0308e560,FUN_0308e560,,,0308edd4
0x1307ae3e65,collision_part_body,scan,005d7170,FUN_005d7170,,,005d7774
0x1307ae3e65,collision_part_body,scan,005e7fd0,FUN_005e7fd0,,,005e858c
0x1307ae3e65,collision_part_body,scan,00606460,FUN_00606460,,,00607274
0x1307ae3e65,collision_part_body,scan,0084fc30,FUN_0084fc30,,,0084ff44
0x1307ae3e65,collision_part_body,scan,00890fe0,FUN_00890fe0,,,008912cc
0x1307ae3e65,collision_part_body,scan,008f1fd0,FUN_008f1fd0,,,008f22bc
0x1307ae3e65,collision_part_body,scan,00903990,FUN_00903990,,,00903c7c
0x1307ae3e65,collision_part_body,scan,00a0b5f0,FUN_00a0b5f0,,,00a0b8dc
0x1307ae3e65,collision_part_body,scan,00a21f40,FUN_00a21f40,,,00a2222c
0x1307ae3e65,collision_part_body,scan,00a44810,FUN_00a44810,,,00a44afc
0x1307ae3e65,collision_part_body,scan,00ab7a30,FUN_00ab7a30,,,00ab7d1c
0x1307ae3e65,collision_part_body,scan,00c02180,FUN_00c02180,,,00c0246c
0x1307ae3e65,collision_part_body,scan,00c27e54,FUN_00c27e54,,,00c280ec
0x1307ae3e65,collision_part_body,scan,00c44510,FUN_00c44510,,,00c447fc
0x1307ae3e65,collision_part_body,scan,00c92560,FUN_00c92560,,,00c9284c
0x1307ae3e65,collision_part_body,scan,00cc8b20,FUN_00cc8b20,,,00cc8e0c
0x1307ae3e65,collision_part_body,scan,00cd9620,FUN_00cd9620,,,00cd990c
0x1307ae3e65,collision_part_body,scan,00d99090,FUN_00d99090,,,00d9937c
0x1307ae3e65,collision_part_body,scan,00dba520,FUN_00dba520,,,00dba80c
0x1307ae3e65,collision_part_body,scan,00defa00,FUN_00defa00,,,00defd28
0x1307ae3e65,collision_part_body,scan,00e09910,FUN_00e09910,,,00e09bfc
0x1307ae3e65,collision_part_body,scan,00e5e3b0,FUN_00e5e3b0,,,00e5e69c
0x1307ae3e65,collision_part_body,scan,00e76ff0,FUN_00e76ff0,,,00e772dc
0x1307ae3e65,collision_part_body,scan,00e889b0,FUN_00e889b0,,,00e88c9c
